stream_address_hex,stream_address_dec,chip,chip_offset_hex,frames,duration_seconds,header_hex,source_reachable,source_commands,triple_sound_indices
0x21E456,2221142,wwf.4,0x1E456,64,0.491520,98981858585454FFFFFFFFFFFFFFFFFF,True,4840,240
0x21EA36,2222646,wwf.4,0x1EA36,65,0.499200,98981858585454FFFFFFFFFFFFFFFFFF,True,4916,253
0x21F084,2224260,wwf.4,0x1F084,65,0.499200,98981858585454FFFFFFFFFFFFFFFFFF,True,4920,254
0x21F62E,2225710,wwf.4,0x1F62E,83,0.637440,98981858585454FFFFFFFFFFFFFFFFFF,True,4924,255
0x21FE8C,2227852,wwf.4,0x1FE8C,58,0.445440,98981858585454FFFFFFFFFFFFFFFFFF,True,4892,24D
0x220432,2229298,wwf.4,0x20432,68,0.522240,98981858585454FFFFFFFFFFFFFFFFFF,True,4824 4936,23C 258
0x2209DA,2230746,wwf.4,0x209DA,107,0.821760,98981858585454FFFFFFFFFFFFFFFFFF,True,4824 4944,23C 25A
0x221400,2233344,wwf.4,0x21400,150,1.152000,98981858585454FFFFFFFFFFFFFFFFFF,True,4824,23C
0x22227C,2237052,wwf.4,0x2227C,146,1.121280,98981858585454FFFFFFFFFFFFFFFFFF,True,4800,236
0x222F0E,2240270,wwf.4,0x22F0E,104,0.798720,98981858585454FFFFFFFFFFFFFFFFFF,True,4976,262
0x223A72,2243186,wwf.4,0x23A72,69,0.529920,98981858585454FFFFFFFFFFFFFFFFFF,True,4956,25D
0x224042,2244674,wwf.4,0x24042,263,2.019840,98981858585454FFFFFFFFFFFFFFFFFF,True,4968,260
0x225A0A,2251274,wwf.4,0x25A0A,59,0.453120,8C0C0C0C0C0C0C0C0C0C0C48484848FF,True,1564,04C
0x226F9E,2256798,wwf.4,0x26F9E,221,1.697280,8C8C0C0C0C0C0C484848484848FFFFFF,True,1376,048
0x22AE0C,2272780,wwf.4,0x2AE0C,241,1.850880,929212121252524E4E4E4EFFFFFFFFFF,True,1304,0C5
0x22CBE8,2280424,wwf.4,0x2CBE8,1027,7.887360,9A9A1A5A5A5656FFFFFFFFFFFFFFFFFF,False,,
0x231E20,2301472,wwf.4,0x31E20,68,0.522240,98981858585454FFFFFFFFFFFFFFFFFF,True,4680,22B
0x23243E,2303038,wwf.4,0x3243E,63,0.483840,98981858585454FFFFFFFFFFFFFFFFFF,True,4508,202
0x2329FC,2304508,wwf.4,0x329FC,180,1.382400,98981858585454FFFFFFFFFFFFFFFFFF,True,4644,222
0x233CDC,2309340,wwf.4,0x33CDC,70,0.537600,96961656565252FFFFFFFFFFFFFFFFFF,True,1116,071
0x234426,2311206,wwf.4,0x34426,123,0.944640,98981858585454FFFFFFFFFFFFFFFFFF,True,4712,233
0x235096,2314390,wwf.4,0x35096,126,0.967680,98981858585454FFFFFFFFFFFFFFFFFF,True,4612,21A
0x235B86,2317190,wwf.4,0x35B86,81,0.622080,98981858585454FFFFFFFFFFFFFFFFFF,True,4612,21A
0x2362CA,2319050,wwf.4,0x362CA,85,0.652800,98981858585454FFFFFFFFFFFFFFFFFF,True,4612,21A
0x236AEA,2321130,wwf.4,0x36AEA,67,0.514560,98981858585454FFFFFFFFFFFFFFFFFF,True,4684,22C
0x23716A,2322794,wwf.4,0x3716A,76,0.583680,98981858585454FFFFFFFFFFFFFFFFFF,True,4688,22D
0x23784E,2324558,wwf.4,0x3784E,62,0.476160,98981858585454FFFFFFFFFFFFFFFFFF,True,4608,219
0x237E16,2326038,wwf.4,0x37E16,58,0.445440,98981858585454FFFFFFFFFFFFFFFFFF,True,4608,219
0x23835C,2327388,wwf.4,0x3835C,92,0.706560,98981858585454FFFFFFFFFFFFFFFFFF,True,5088,27D
0x238B98,2329496,wwf.4,0x38B98,81,0.622080,98981858585454FFFFFFFFFFFFFFFFFF,True,5056,275
0x239360,2331488,wwf.4,0x39360,55,0.422400,98981858585454FFFFFFFFFFFFFFFFFF,True,5012,26A
0x2398B2,2332850,wwf.4,0x398B2,62,0.476160,98981858585454FFFFFFFFFFFFFFFFFF,True,5020,26C
0x239E6C,2334316,wwf.4,0x39E6C,130,0.998400,98981858585454FFFFFFFFFFFFFFFFFF,True,5028,26E
0x23AC30,2337840,wwf.4,0x3AC30,63,0.483840,98981858585454FFFFFFFFFFFFFFFFFF,True,5080,27B
0x23B1E4,2339300,wwf.4,0x3B1E4,68,0.522240,98981858585454FFFFFFFFFFFFFFFFFF,True,5076,27A
0x23B85E,2340958,wwf.4,0x3B85E,61,0.468480,98981858585454FFFFFFFFFFFFFFFFFF,True,5104,281
0x23BED4,2342612,wwf.4,0x3BED4,202,1.551360,98981858585454FFFFFFFFFFFFFFFFFF,True,5096,27F
0x23D15E,2347358,wwf.4,0x3D15E,224,1.720320,94941414145454545450505050FFFFFF,True,1248 1260,09E 0A1
0x23E980,2353536,wwf.4,0x3E980,174,1.336320,901010101010100C0C0C0C4C4CFFFFFF,True,1240,09C
0x24154E,2364750,wwf.4,0x4154E,108,0.829440,949414545454545050FFFFFFFFFFFFFF,False,,
0x242418,2368536,wwf.4,0x42418,89,0.683520,901010101010100C0C0C0C4C4CFFFFFF,True,1228,099
0x2432FE,2372350,wwf.4,0x432FE,84,0.645120,901010101010100C0C0C0C4C4CFFFFFF,True,1232,09A
0x244348,2376520,wwf.4,0x44348,229,1.758720,9A9A1A16165656FFFFFFFFFFFFFFFFFF,True,580,286
0x245BD6,2382806,wwf.4,0x45BD6,163,1.251840,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x248990,2394512,wwf.4,0x48990,326,2.503680,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x24E828,2418728,wwf.4,0x4E828,436,3.348480,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x256040,2449472,wwf.4,0x56040,184,1.413120,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x259196,2462102,wwf.4,0x59196,137,1.052160,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x25B6AA,2471594,wwf.4,0x5B6AA,54,0.414720,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,False,,
0x25C700,2475776,wwf.4,0x5C700,129,0.990720,92920E0E0E0E0E0E0E4E4E4E4EFFFFFF,True,244,021 0CB
0x25EA4E,2484814,wwf.4,0x5EA4E,280,2.150400,98981858585454FFFFFFFFFFFFFFFFFF,True,2560,1FB
0x260522,2491682,wwf.4,0x60522,46,0.353280,9494145454545450505050FFFFFFFFFF,True,208,018 0DD
0x260BAA,2493354,wwf.4,0x60BAA,46,0.353280,9494145454545450505050FFFFFFFFFF,True,224,01C
0x2612FA,2495226,wwf.4,0x612FA,540,4.147200,98981858585454FFFFFFFFFFFFFFFFFF,True,2568,1FD
0x2645B2,2508210,wwf.4,0x645B2,93,0.714240,96961656565252FFFFFFFFFFFFFFFFFF,True,1045 1057,085 089
0x264EC6,2510534,wwf.4,0x64EC6,250,1.920000,98981814145454FFFFFFFFFFFFFFFFFF,True,6148,1FA
0x266A56,2517590,wwf.4,0x66A56,120,0.921600,98981814145454FFFFFFFFFFFFFFFFFF,True,6172,1DE
0x2677B6,2521014,wwf.4,0x677B6,107,0.821760,98981814145454FFFFFFFFFFFFFFFFFF,True,6180,1E0
0x268450,2524240,wwf.4,0x68450,137,1.052160,98981814145454FFFFFFFFFFFFFFFFFF,True,6216,2B8
0x26941E,2528286,wwf.4,0x6941E,165,1.267200,98981814145454FFFFFFFFFFFFFFFFFF,True,6220,2B9
0x26A668,2532968,wwf.4,0x6A668,116,0.890880,98981814145454FFFFFFFFFFFFFFFFFF,True,6236,2BB
0x26B36A,2536298,wwf.4,0x6B36A,111,0.852480,98981814145454FFFFFFFFFFFFFFFFFF,True,6284,2C9
0x26C042,2539586,wwf.4,0x6C042,120,0.921600,98981814145454FFFFFFFFFFFFFFFFFF,True,6300,2CD
0x26CCF2,2542834,wwf.4,0x6CCF2,210,1.612800,98981814145454FFFFFFFFFFFFFFFFFF,True,6308 6316 6320 6324 6328 6332 6336 6344,2CF 2D1 2D2 2D3 2D4 2D5 2D6 2D8
0x26E3D6,2548694,wwf.4,0x6E3D6,98,0.752640,98981814145454FFFFFFFFFFFFFFFFFF,True,6316,2D1
0x26EFD8,2551768,wwf.4,0x6EFD8,94,0.721920,98981814145454FFFFFFFFFFFFFFFFFF,True,6332,2D5
0x26FA7C,2554492,wwf.4,0x6FA7C,104,0.798720,98981814145454FFFFFFFFFFFFFFFFFF,False,,
0x270576,2557302,wwf.4,0x70576,97,0.744960,98981814145454FFFFFFFFFFFFFFFFFF,True,6344,2D8
0x27117E,2560382,wwf.4,0x7117E,147,1.128960,98981814145454FFFFFFFFFFFFFFFFFF,False,,
0x27212E,2564398,wwf.4,0x7212E,173,1.328640,98981814145454FFFFFFFFFFFFFFFFFF,True,6376,2DD
0x27350E,2569486,wwf.4,0x7350E,134,1.029120,98981814145454FFFFFFFFFFFFFFFFFF,True,6384,1DA
0x274288,2572936,wwf.4,0x74288,189,1.451520,98981814145454FFFFFFFFFFFFFFFFFF,True,6392,1E4
0x27576E,2578286,wwf.4,0x7576E,134,1.029120,98981814145454FFFFFFFFFFFFFFFFFF,True,6400,1D0
0x276512,2581778,wwf.4,0x76512,159,1.221120,98981814145454FFFFFFFFFFFFFFFFFF,True,6412,2DE
0x27780A,2586634,wwf.4,0x7780A,183,1.405440,98981814145454FFFFFFFFFFFFFFFFFF,False,,
0x2789C2,2591170,wwf.4,0x789C2,60,0.460800,98981814145454FFFFFFFFFFFFFFFFFF,False,,
0x27903E,2592830,wwf.4,0x7903E,237,1.820160,98981814145454FFFFFFFFFFFFFFFFFF,True,6444,1D7
0x27AB1A,2599706,wwf.4,0x7AB1A,156,1.198080,98981814145454FFFFFFFFFFFFFFFFFF,True,6480,1E5
0x27BD08,2604296,wwf.4,0x7BD08,123,0.944640,98981814145454FFFFFFFFFFFFFFFFFF,True,6484,1E6
0x27CB7A,2607994,wwf.4,0x7CB7A,192,1.474560,98981814145454FFFFFFFFFFFFFFFFFF,True,6516,2ED
0x27DEE6,2612966,wwf.4,0x7DEE6,130,0.998400,98981814145454FFFFFFFFFFFFFFFFFF,True,6520,2EE
0x27EBF6,2616310,wwf.4,0x7EBF6,140,1.075200,98981814145454FFFFFFFFFFFFFFFFFF,True,6532,1EE
0x27FAE2,2620130,wwf.4,0x7FAE2,200,1.536000,98981814145454FFFFFFFFFFFFFFFFFF,True,6544,2F2
0x280F78,2625400,wwf.4,0x80F78,203,1.559040,98981814145454FFFFFFFFFFFFFFFFFF,True,6548,2F3
0x282502,2630914,wwf.4,0x82502,121,0.929280,98981814145454FFFFFFFFFFFFFFFFFF,True,6568,2F6
0x28317E,2634110,wwf.4,0x8317E,147,1.128960,98981814145454FFFFFFFFFFFFFFFFFF,True,6576,2F7
0x284202,2638338,wwf.4,0x84202,141,1.082880,98981814145454FFFFFFFFFFFFFFFFFF,True,6600,1F5
0x28502C,2641964,wwf.4,0x8502C,210,1.612800,98981814145454FFFFFFFFFFFFFFFFFF,True,6604,1F6
0x2866BE,2647742,wwf.4,0x866BE,191,1.466880,98981814145454FFFFFFFFFFFFFFFFFF,True,6616,2FB
0x287D00,2653440,wwf.4,0x87D00,186,1.428480,98981814145454FFFFFFFFFFFFFFFFFF,True,6624,2FD
0x289030,2658352,wwf.4,0x89030,531,4.078080,98981814145454FFFFFFFFFFFFFFFFFF,True,6632,2FF
0x28CA50,2673232,wwf.4,0x8CA50,199,1.528320,8C8C0C0C0C0C0C484848484848FFFFFF,True,1448,03E
0x290E76,2690678,wwf.4,0x90E76,93,0.714240,949414141410105050FFFFFFFFFFFFFF,False,,
0x2920BC,2695356,wwf.4,0x920BC,93,0.714240,949414141410105050FFFFFFFFFFFFFF,False,,
0x2933C6,2700230,wwf.4,0x933C6,70,0.537600,949414141410105050FFFFFFFFFFFFFF,False,,
0x294134,2703668,wwf.4,0x94134,66,0.506880,96961656565252FFFFFFFFFFFFFFFFFF,True,240 268 272,020 027 028
0x2947AA,2705322,wwf.4,0x947AA,37,0.284160,9494145454545450505050FFFFFFFFFF,True,172,00F
0x294D12,2706706,wwf.4,0x94D12,39,0.299520,9494145454545450505050FFFFFFFFFF,True,176,010 035 040
0x29524A,2708042,wwf.4,0x9524A,46,0.353280,9494145454545450505050FFFFFFFFFF,True,188 192,013 014
0x29585A,2709594,wwf.4,0x9585A,148,1.136640,949414545454545050FFFFFFFFFFFFFF,True,408,03D
0x29691C,2713884,wwf.4,0x9691C,93,0.714240,9494145454545450505050FFFFFFFFFF,True,316,0C0
0x296F94,2715540,wwf.4,0x96F94,62,0.476160,9494145454545450505050FFFFFFFFFF,True,320,0C2
0x2975A8,2717096,wwf.4,0x975A8,113,0.867840,949414545454545050FFFFFFFFFFFFFF,True,416,00C
0x298054,2719828,wwf.4,0x98054,92,0.706560,949414545454545050FFFFFFFFFFFFFF,True,424,00D
0x2989BE,2722238,wwf.4,0x989BE,184,1.413120,929212121252524E4E4E4EFFFFFFFFFF,True,1288,077 0A5 0C1
0x29A3DA,2728922,wwf.4,0x9A3DA,164,1.259520,96961656565252FFFFFFFFFFFFFFFFFF,True,772,05B
0x29B00A,2732042,wwf.4,0x9B00A,99,0.760320,98981858585454FFFFFFFFFFFFFFFFFF,False,,
0x29B696,2733718,wwf.4,0x9B696,62,0.476160,96961656565252FFFFFFFFFFFFFFFFFF,True,292 300,02D 02F
0x29BC0E,2735118,wwf.4,0x9BC0E,78,0.599040,98981858585454FFFFFFFFFFFFFFFFFF,True,1220,0AE
0x29C356,2736982,wwf.4,0x9C356,272,2.088960,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x2A0A8C,2755212,wwf.4,0xA0A8C,120,0.921600,92920E0E0E0E0E4E4E4E4E4E4EFFFFFF,False,,
0x2A2348,2761544,wwf.4,0xA2348,959,7.365120,909010101010100C0C4C4C4C4CFFFFFF,False,,
0x2B33BE,2831294,wwf.4,0xB33BE,43,0.330240,9494145454545450505050FFFFFFFFFF,False,,
0x2B3914,2832660,wwf.4,0xB3914,81,0.622080,9494145454545450505050FFFFFFFFFF,True,376,0B6
0x2B3EE6,2834150,wwf.4,0xB3EE6,215,1.651200,98981858585454FFFFFFFFFFFFFFFFFF,True,644,061
0x2B4DB6,2837942,wwf.4,0xB4DB6,16,0.122880,9494141414545450505050FFFFFFFFFF,True,460,00A
0x2B507C,2838652,wwf.4,0xB507C,356,2.734080,98981858585454FFFFFFFFFFFFFFFFFF,True,3516,13A
0x2B70E6,2846950,wwf.4,0xB70E6,133,1.021440,98981858585454FFFFFFFFFFFFFFFFFF,True,3384 3388,141 142
0x2B7E36,2850358,wwf.4,0xB7E36,121,0.929280,98981858585454FFFFFFFFFFFFFFFFFF,True,3796 3800,18C 18D
0x2B8A68,2853480,wwf.4,0xB8A68,75,0.576000,98981858585454FFFFFFFFFFFFFFFFFF,True,3164,0F7
0x2B90C0,2855104,wwf.4,0xB90C0,69,0.529920,98981858585454FFFFFFFFFFFFFFFFFF,True,3168,0F8
0x2B974A,2856778,wwf.4,0xB974A,75,0.576000,98981858585454FFFFFFFFFFFFFFFFFF,True,3172,0F9
0x2B9E7A,2858618,wwf.4,0xB9E7A,78,0.599040,98981858585454FFFFFFFFFFFFFFFFFF,True,3176,0FA
0x2BA5FE,2860542,wwf.4,0xBA5FE,260,1.996800,98981858585454FFFFFFFFFFFFFFFFFF,True,3928,1AD
0x2BBF1C,2866972,wwf.4,0xBBF1C,101,0.775680,98981858585454FFFFFFFFFFFFFFFFFF,True,3256 3288,10E 16C
0x2BC7C4,2869188,wwf.4,0xBC7C4,105,0.806400,98981858585454FFFFFFFFFFFFFFFFFF,True,3244 3276,10B 169
0x2BD1C6,2871750,wwf.4,0xBD1C6,134,1.029120,98981858585454FFFFFFFFFFFFFFFFFF,True,3264 3296,110 16E
0x2BDEB0,2875056,wwf.4,0xBDEB0,247,1.896960,98981858585454FFFFFFFFFFFFFFFFFF,True,3628,136
0x2BF4B4,2880692,wwf.4,0xBF4B4,174,1.336320,98981858585454FFFFFFFFFFFFFFFFFF,True,3844,198
0x2C0460,2884704,wwf.4,0xC0460,155,1.190400,98981858585454FFFFFFFFFFFFFFFFFF,True,3868,19E
0x2C116A,2888042,wwf.4,0xC116A,180,1.382400,9A9A1A5A5A5656FFFFFFFFFFFFFFFFFF,False,,
0x2C2524,2893092,wwf.4,0xC2524,143,1.098240,98981858585454FFFFFFFFFFFFFFFFFF,True,3144,0F2
0x2C320A,2896394,wwf.4,0xC320A,222,1.704960,98981858585454FFFFFFFFFFFFFFFFFF,True,3688,171
0x2C45B0,2901424,wwf.4,0xC45B0,196,1.505280,98981858585454FFFFFFFFFFFFFFFFFF,False,,
0x2C57E8,2906088,wwf.4,0xC57E8,203,1.559040,98981858585454FFFFFFFFFFFFFFFFFF,True,3356,12A
0x2C69C4,2910660,wwf.4,0xC69C4,168,1.290240,98981858585454FFFFFFFFFFFFFFFFFF,True,3632,165
0x2C79C8,2914760,wwf.4,0xC79C8,143,1.098240,98981858585454FFFFFFFFFFFFFFFFFF,False,,
0x2C871C,2918172,wwf.4,0xC871C,155,1.190400,98981858585454FFFFFFFFFFFFFFFFFF,True,3128,0EE
0x2C942C,2921516,wwf.4,0xC942C,176,1.351680,98981858585454FFFFFFFFFFFFFFFFFF,True,3300,13D
0x2CA432,2925618,wwf.4,0xCA432,147,1.128960,98981858585454FFFFFFFFFFFFFFFFFF,True,3228,107 134
0x2CB1F6,2929142,wwf.4,0xCB1F6,174,1.336320,98981858585454FFFFFFFFFFFFFFFFFF,True,3904,1A7
0x2CC1DC,2933212,wwf.4,0xCC1DC,112,0.860160,98981858585454FFFFFFFFFFFFFFFFFF,True,3132,0EF
0x2CCB96,2935702,wwf.4,0xCCB96,60,0.460800,98981858585454FFFFFFFFFFFFFFFFFF,True,3200,100
0x2CD0F2,2937074,wwf.4,0xCD0F2,172,1.320960,98981858585454FFFFFFFFFFFFFFFFFF,True,3508,138
0x2CE07A,2941050,wwf.4,0xCE07A,78,0.599040,98981858585454FFFFFFFFFFFFFFFFFF,True,3800,18D
0x2CE85C,2943068,wwf.4,0xCE85C,174,1.336320,98981858585454FFFFFFFFFFFFFFFFFF,True,3400,146
0x2CF6CC,2946764,wwf.4,0xCF6CC,78,0.599040,98981858585454FFFFFFFFFFFFFFFFFF,True,3324,14A
0x2CFD96,2948502,wwf.4,0xCFD96,61,0.468480,98981858585454FFFFFFFFFFFFFFFFFF,True,3192,0FE
0x2D03B6,2950070,wwf.4,0xD03B6,307,2.357760,98981858585454FFFFFFFFFFFFFFFFFF,True,3992,190
0x2D2014,2957332,wwf.4,0xD2014,206,1.582080,98981858585454FFFFFFFFFFFFFFFFFF,True,3888,1A3
0x2D3170,2961776,wwf.4,0xD3170,65,0.499200,98981858585454FFFFFFFFFFFFFFFFFF,True,3672,133
0x2D380A,2963466,wwf.4,0xD380A,214,1.643520,98981858585454FFFFFFFFFFFFFFFFFF,True,3680,16F
0x2D4BBA,2968506,wwf.4,0xD4BBA,147,1.128960,98981858585454FFFFFFFFFFFFFFFFFF,True,3872,19F
0x2D5824,2971684,wwf.4,0xD5824,252,1.935360,98981858585454FFFFFFFFFFFFFFFFFF,True,3636,166
0x2D6F7A,2977658,wwf.4,0xD6F7A,162,1.244160,98981858585454FFFFFFFFFFFFFFFFFF,True,3568,144
0x2D7D9A,2981274,wwf.4,0xD7D9A,127,0.975360,98981858585454FFFFFFFFFFFFFFFFFF,True,3616,162
0x2D88BA,2984122,wwf.4,0xD88BA,187,1.436160,98981858585454FFFFFFFFFFFFFFFFFF,False,,
0x2D9990,2988432,wwf.4,0xD9990,63,0.483840,98981858585454FFFFFFFFFFFFFFFFFF,True,3112,0EA
0x2D9EE6,2989798,wwf.4,0xD9EE6,73,0.560640,98981858585454FFFFFFFFFFFFFFFFFF,True,3120,0EC
0x2DA550,2991440,wwf.4,0xDA550,265,2.035200,98981858585454FFFFFFFFFFFFFFFFFF,True,3776,187
0x2DBDCE,2997710,wwf.4,0xDBDCE,131,1.006080,98981858585454FFFFFFFFFFFFFFFFFF,True,3332,14B
0x2DCA0C,3000844,wwf.4,0xDCA0C,64,0.491520,98981858585454FFFFFFFFFFFFFFFFFF,True,3100,0E7
0x2DCFA0,3002272,wwf.4,0xDCFA0,110,0.844800,98981858585454FFFFFFFFFFFFFFFFFF,True,3788,18A
0x2DD89A,3004570,wwf.4,0xDD89A,103,0.791040,98981858585454FFFFFFFFFFFFFFFFFF,True,3160,0F6
0x2DE23A,3007034,wwf.4,0xDE23A,121,0.929280,98981858585454FFFFFFFFFFFFFFFFFF,True,3412 3416 3420 3424 3428 3432 3436 3440,111 112 113 114 115 116 117 118
0x2DEC00,3009536,wwf.4,0xDEC00,126,0.967680,98981858585454FFFFFFFFFFFFFFFFFF,True,3476 3640,121 12B
0x2DF636,3012150,wwf.4,0xDF636,128,0.983040,98981858585454FFFFFFFFFFFFFFFFFF,True,3428 3460 3492 3656,115 11D 125 12F
0x2E0112,3014930,wwf.4,0xE0112,157,1.205760,98981858585454FFFFFFFFFFFFFFFFFF,True,3760,183
0x2E0EAC,3018412,wwf.4,0xE0EAC,176,1.351680,98981858585454FFFFFFFFFFFFFFFFFF,True,3908,1A8
0x2E1DA6,3022246,wwf.4,0xE1DA6,79,0.606720,98981858585454FFFFFFFFFFFFFFFFFF,True,3856,19B
0x2E24A4,3024036,wwf.4,0xE24A4,220,1.689600,98981858585454FFFFFFFFFFFFFFFFFF,True,3232,108 135
0x2E36B0,3028656,wwf.4,0xE36B0,90,0.691200,98981858585454FFFFFFFFFFFFFFFFFF,True,3740,17E
0x2E3EA6,3030694,wwf.4,0xE3EA6,156,1.198080,98981858585454FFFFFFFFFFFFFFFFFF,True,3880,1A1
0x2E4CF2,3034354,wwf.4,0xE4CF2,151,1.159680,98981858585454FFFFFFFFFFFFFFFFFF,True,3548,156
0x2E59C2,3037634,wwf.4,0xE59C2,66,0.506880,98981858585454FFFFFFFFFFFFFFFFFF,True,3900,1A6
0x2E5F50,3039056,wwf.4,0xE5F50,62,0.476160,98981858585454FFFFFFFFFFFFFFFFFF,True,3212,103
0x2E6540,3040576,wwf.4,0xE6540,60,0.460800,98981858585454FFFFFFFFFFFFFFFFFF,True,3216,104
0x2E6B12,3042066,wwf.4,0xE6B12,81,0.622080,8C0C0C0C0C0C0C0C0C0C0C48484848FF,True,1568,04D
0x2E86BA,3049146,wwf.4,0xE86BA,296,2.273280,909010101050504C4C4C4C4C4CFFFFFF,True,1520,0BB
0x2EC356,3064662,wwf.4,0xEC356,304,2.334720,9A9A1A5A5A5656FFFFFFFFFFFFFFFFFF,False,,
0x2EE078,3072120,wwf.4,0xEE078,2006,15.406080,969616565652525252FFFFFFFFFFFFFF,False,,
0x30000E,3145742,wwf.5,0x0000E,56,0.430080,98981858585454FFFFFFFFFFFFFFFFFF,True,916,06A
0x3004D8,3146968,wwf.5,0x004D8,54,0.414720,98981858585454FFFFFFFFFFFFFFFFFF,True,920,06B
0x300984,3148164,wwf.5,0x00984,382,2.933760,98981858585454FFFFFFFFFFFFFFFFFF,True,912,069
0x302882,3156098,wwf.5,0x02882,685,5.260800,92921212120E0E4E4EFFFFFFFFFFFFFF,False,,
0x30A52C,3188012,wwf.5,0x0A52C,183,1.405440,98981858585454FFFFFFFFFFFFFFFFFF,True,904 908,042 067 068
0x30B610,3192336,wwf.5,0x0B610,398,3.056640,98981858585454FFFFFFFFFFFFFFFFFF,False,,
0x30D828,3201064,wwf.5,0x0D828,572,4.392960,9A9A1A5A5A5656FFFFFFFFFFFFFFFFFF,False,,
0x310B78,3214200,wwf.5,0x10B78,145,1.113600,98981858585454FFFFFFFFFFFFFFFFFF,True,4860,245
0x311948,3217736,wwf.5,0x11948,86,0.660480,98981858585454FFFFFFFFFFFFFFFFFF,True,4852,243
0x3121F6,3219958,wwf.5,0x121F6,85,0.652800,98981858585454FFFFFFFFFFFFFFFFFF,True,4856,244
0x312A80,3222144,wwf.5,0x12A80,48,0.368640,98981858585454FFFFFFFFFFFFFFFFFF,True,4880,24A
0x312F36,3223350,wwf.5,0x12F36,45,0.345600,98981858585454FFFFFFFFFFFFFFFFFF,True,4812,239
0x31337E,3224446,wwf.5,0x1337E,54,0.414720,98981858585454FFFFFFFFFFFFFFFFFF,True,4828,23D
0x31381C,3225628,wwf.5,0x1381C,57,0.437760,98981858585454FFFFFFFFFFFFFFFFFF,True,4844,241
0x313DF2,3227122,wwf.5,0x13DF2,51,0.391680,98981858585454FFFFFFFFFFFFFFFFFF,True,4848,242
0x3142B4,3228340,wwf.5,0x142B4,98,0.752640,98981858585454FFFFFFFFFFFFFFFFFF,True,4808,238
0x31489E,3229854,wwf.5,0x1489E,62,0.476160,98981858585454FFFFFFFFFFFFFFFFFF,True,4904,250
0x314DD2,3231186,wwf.5,0x14DD2,46,0.353280,98981858585454FFFFFFFFFFFFFFFFFF,True,4908,251
0x3151DA,3232218,wwf.5,0x151DA,48,0.368640,98981858585454FFFFFFFFFFFFFFFFFF,True,4932,257
0x3156A6,3233446,wwf.5,0x156A6,96,0.737280,98981858585454FFFFFFFFFFFFFFFFFF,True,4824 4940,23C 259
0x315F14,3235604,wwf.5,0x15F14,125,0.960000,98981858585454FFFFFFFFFFFFFFFFFF,True,4824,23C
0x316A5C,3238492,wwf.5,0x16A5C,99,0.760320,98981858585454FFFFFFFFFFFFFFFFFF,True,4980,263
0x3174D8,3241176,wwf.5,0x174D8,78,0.599040,98981858585454FFFFFFFFFFFFFFFFFF,True,4960,25E
0x317B7C,3242876,wwf.5,0x17B7C,66,0.506880,98981858585454FFFFFFFFFFFFFFFFFF,True,4900,24F
0x3182D0,3244752,wwf.5,0x182D0,92,0.706560,98981858585454FFFFFFFFFFFFFFFFFF,True,4816,23A
0x318A02,3246594,wwf.5,0x18A02,34,0.261120,9494145454545450505050FFFFFFFFFF,True,136,004
0x318F1C,3247900,wwf.5,0x18F1C,41,0.314880,9494145454545450505050FFFFFFFFFF,True,140,005
0x319384,3249028,wwf.5,0x19384,94,0.721920,9494145454545450505050FFFFFFFFFF,True,348,0AC
0x31A080,3252352,wwf.5,0x1A080,94,0.721920,9A9A1A16165656FFFFFFFFFFFFFFFFFF,True,572,284
0x31AAA2,3254946,wwf.5,0x1AAA2,266,2.042880,9A9A1A16165656FFFFFFFFFFFFFFFFFF,True,568,283
0x31C79C,3262364,wwf.5,0x1C79C,52,0.399360,8C0C0C0C0C0C0C0C0C0C0C48484848FF,True,1556,04A
0x31D9C2,3267010,wwf.5,0x1D9C2,42,0.322560,8C0C0C0C0C0C0C0C0C0C0C48484848FF,True,1560,04B
0x31E802,3270658,wwf.5,0x1E802,167,1.282560,949414545454545050FFFFFFFFFFFFFF,True,1580,0C6
0x31FAC6,3275462,wwf.5,0x1FAC6,213,1.635840,909010101050504C4C4C4C4C4CFFFFFF,True,1480,003
0x322AEE,3287790,wwf.5,0x22AEE,241,1.850880,909010101050504C4C4C4C4C4CFFFFFF,True,1488,0BA
0x325844,3299396,wwf.5,0x25844,337,2.588160,9A9A1A5A5A5656FFFFFFFFFFFFFFFFFF,False,,
0x32756C,3306860,wwf.5,0x2756C,18,0.138240,9C9C1C5C5C5C5C5C5C5C5CFFFFFFFFFF,False,,
0x327778,3307384,wwf.5,0x27778,47,0.360960,9C9C1C5C5C5C5C5C5C5C5CFFFFFFFFFF,False,,
0x327A1A,3308058,wwf.5,0x27A1A,48,0.368640,9C9C1C5C5C5C5C5C5C5C5CFFFFFFFFFF,False,,
0x327EFE,3309310,wwf.5,0x27EFE,166,1.274880,929212121212124E4E4E4EFFFFFFFFFF,True,1436,043
